account_id,seller_id,account_name,city,state,account_type,industry,annual_revenue,num_employees
ACC_00071,f410c8873029fcc3809b9df6d0b28914,Seller f410c887,caxias do sul,SP,Standard,Electronics,494428.74,1
ACC_00072,ef506c96320abeedfb894c34db06f478,Seller ef506c96,sao paulo,SP,Standard,Sports,1643890.64,3
ACC_00073,a13aaf2d2886ab9fb30fb9a920160b8f,Seller a13aaf2d,joinville,SC,Standard,Home & Garden,342681.29,25
ACC_00074,7299e27ed73d2ad986de7f7c77d919fa,Seller 7299e27e,araguari,MG,Standard,Health & Beauty,1507306.74,47
ACC_00075,8a9260f2b0340411d6d2a56bcf4f7378,Seller 8a9260f2,contagem,MG,Premium,Health & Beauty,1249959.47,3
ACC_00076,dedcab67899479e4ea5dcc4eba47f587,Seller dedcab67,jaragua do sul,SC,Premium,Home & Garden,675613.5,42
ACC_00077,b2479f944e1b90cf8a5de1bbfde284d6,Seller b2479f94,ibitinga,SP,Premium,Sports,857767.66,45
ACC_00078,7722b1df1b0e383e000397b2c11e3e19,Seller 7722b1df,sao bernardo do campo,SP,Premium,Home & Garden,203966.26,32
ACC_00079,731ef20c231d9a7103a425e83fd91271,Seller 731ef20c,lages - sc,SC,Enterprise,Sports,901345.87,18
ACC_00080,78813699ffac347fe27dba345a5f1551,Seller 78813699,bento goncalves,RS,Premium,Sports,1562958.97,18
ACC_00081,3296662b1331dea51e744505065ae889,Seller 3296662b,catanduva,SP,Standard,Retail,1623398.85,7
ACC_00082,411f3b52d857390502ee4e4d5ceabc2d,Seller 411f3b52,ribeirao pires,SP,Standard,Home & Garden,121746.48,11
ACC_00083,bba3293d6f5d5af2f415e004e8b93ae3,Seller bba3293d,sao paulo,SP,Standard,Home & Garden,166643.24,22
ACC_00084,4e7c18b98d84e05cbae3ff0ff03846c2,Seller 4e7c18b9,jaboticabal,SP,Premium,Retail,1336477.32,39
ACC_00085,b56906f7fd1696e043f1bcce164c487b,Seller b56906f7,echapora,SP,Standard,Home & Garden,307780.24,31
ACC_00086,d650b663c3b5f6fb392b6326366efa9a,Seller d650b663,cotia,SP,Standard,Home & Garden,1331354.22,25
ACC_00087,669ae81880e08f269a64487cfb287169,Seller 669ae818,rio do sul,SC,Standard,Sports,1843101.72,30
ACC_00088,c2d70ce2c5d0a2eb75e78668236e6dc8,Seller c2d70ce2,sao paulo,SP,Premium,Sports,1254107.27,46
ACC_00089,674207551483fec113276b67b0d871ff,Seller 67420755,sorocaba,SP,Standard,Health & Beauty,1851376.43,35
ACC_00090,abe42c5d03695b4257b5c6cbf4e6784e,Seller abe42c5d,rio de janeiro,RJ,Standard,Home & Garden,1484311.7,22
ACC_00091,1996942dc085d7773ba77a529b163cd0,Seller 1996942d,pradopolis,SP,Premium,Electronics,1585626.44,41
ACC_00092,79b93a308a97792cf53ac75f46da00b5,Seller 79b93a30,rio de janeiro,RJ,Premium,Home & Garden,912133.44,23
ACC_00093,7cf4ea70955b00d6b3c22542598e2715,Seller 7cf4ea70,sao paulo,SP,Standard,Retail,808934.51,19
ACC_00094,63ffcb71394dd8ea3872ed9ffda17c74,Seller 63ffcb71,itaborai,RJ,Premium,Home & Garden,920732.15,33
ACC_00095,83353a83fd769dfafa4f21a72b15e3e5,Seller 83353a83,sao paulo,SP,Premium,Fashion,813307.52,7
ACC_00096,cda598c48d7c614bc1cad7d8ff6f0010,Seller cda598c4,mirassol,SP,Premium,Retail,891755.03,32
ACC_00097,d4910f1cdcfdabd48d6b316e395d4a23,Seller d4910f1c,santo andre,SP,Standard,Home & Garden,96213.15,44
ACC_00098,709e16e2b25c7474d980076c6bfc4806,Seller 709e16e2,birigui,SP,Standard,Health & Beauty,625582.79,33
ACC_00099,9dc79dd988ac42f4d56c340d7048420a,Seller 9dc79dd9,sao paulo,SP,Premium,Retail,1986796.42,21
ACC_00100,276677b5d08786d5dce7c2149dcce48b,Seller 276677b5,belo horizonte,MG,Standard,Health & Beauty,1690345.22,38
ACC_00101,9c4d31c7e46ab03a43fc06e3142afd4e,Seller 9c4d31c7,rio de janeiro,RJ,Premium,Retail,87019.32,8
ACC_00102,512d298ac2a96d1931b6bd30aa21f61d,Seller 512d298a,rio de janeiro,RJ,Premium,Health & Beauty,1713622.48,11
ACC_00103,422be4cc81a457fdb46f47edeb968ae5,Seller 422be4cc,ibitinga,SP,Standard,Electronics,1275161.83,21
ACC_00104,99cd94252748d2bdde08e17858233602,Seller 99cd9425,sao paulo,SP,Premium,Fashion,79870.29,1
ACC_00105,698624c6632eeba1774924dbea24c700,Seller 698624c6,sao paulo,SP,Standard,Home & Garden,341259.98,40
ACC_00106,8bb48dc19fccaa8613b6229bf7f452a2,Seller 8bb48dc1,assis,SP,Premium,Fashion,1090066.91,36
ACC_00107,ad87df7699e83b8a91822a4a0b765c3a,Seller ad87df76,jaguariuna,SP,Standard,Sports,1937269.31,37
ACC_00108,d6b664fa0667064c6d76394e7848d790,Seller d6b664fa,araraquara,SP,Standard,Health & Beauty,1049998.25,9
ACC_00109,98f52e1020fe788c10c0418de4393fec,Seller 98f52e10,macae,RJ,Premium,Health & Beauty,1827153.74,15
ACC_00110,62760d278921b5f352461620d68a9cee,Seller 62760d27,salto,SP,Standard,Home & Garden,811700.83,16
ACC_00111,eb72802c83dc7547529c9546d1a9b8ef,Seller eb72802c,rio claro,SP,Standard,Fashion,583079.32,33
ACC_00112,3f9be91358837bff69df67edfa3e42e8,Seller 3f9be913,londrina,PR,Enterprise,Health & Beauty,1316923.15,36
ACC_00113,1d4587203296c8f4ad134dc286fa6db0,Seller 1d458720,sao paulo,SP,Standard,Fashion,1268716.29,6
ACC_00114,791cfcfe22fe4a771ece27f90017da92,Seller 791cfcfe,ribeirao preto,SP,Standard,Electronics,1309840.27,45
ACC_00115,392f7f2c797e4dc077e4311bde2ab8ce,Seller 392f7f2c,rio de janeiro,RN,Standard,Electronics,485715.66,2
ACC_00116,0c8380b62e38e8a1e6adbeba7eb9688c,Seller 0c8380b6,tres coracoes,MG,Standard,Home & Garden,1586850.32,19
ACC_00117,37be5a7c751166fbc5f8ccba4119e043,Seller 37be5a7c,sao paulo,SP,Standard,Home & Garden,1948585.79,29
ACC_00118,87d73636a3acf123e842bb890a4db036,Seller 87d73636,nhandeara,SP,Standard,Electronics,357571.36,42
ACC_00119,3d3ccf2b2f8134b10dce9dd446f0e075,Seller 3d3ccf2b,ibitinga,SP,Standard,Fashion,449667.32,30
ACC_00120,e24d3429d294b2eb200b064ebb035879,Seller e24d3429,sao paulo,SP,Standard,Fashion,459982.02,46
ACC_00121,44073f8b7e41514de3b7815dd0237f4f,Seller 44073f8b,brasilia,DF,Standard,Fashion,1527673.1,36
ACC_00122,05ca864204d09595ae591b93ea9cf93d,Seller 05ca8642,barueri,SP,Standard,Fashion,1436937.73,16
ACC_00123,9d39404483343dd55c7ae254494d8388,Seller 9d394044,sao paulo,SP,Premium,Fashion,1837899.31,3
ACC_00124,f9eda05b67bef472deaddbba84aca289,Seller f9eda05b,orleans,SC,Premium,Electronics,1495125.05,2
ACC_00125,75745ef7bc7d4f3ea3380f6f5303f514,Seller 75745ef7,brasilia,DF,Standard,Health & Beauty,1128368.43,22
ACC_00126,0692610d8abe24f287e9fae90ea0bbee,Seller 0692610d,sao paulo,SP,Premium,Health & Beauty,1519066.89,38
ACC_00127,7b07b3c7487f0ea825fc6df75abd658b,Seller 7b07b3c7,sao paulo,SP,Standard,Home & Garden,902034.05,15
ACC_00128,99002261c568a84cce14d43fcffb43ea,Seller 99002261,cuiaba,MT,Enterprise,Retail,434310.73,8
ACC_00129,e5899683388855d3dabe8913bbe365de,Seller e5899683,sao carlos,SP,Standard,Fashion,213240.24,37
ACC_00130,784ba75dd9d20200c4caed3d7a77141a,Seller 784ba75d,sao paulo,SP,Premium,Retail,1902579.3,40
ACC_00131,099095b050cfe8eb1ddff5317587e96e,Seller 099095b0,sao paulo,SP,Standard,Home & Garden,992314.38,9
ACC_00132,0ad80de75c811326389cfb1daba7d45e,Seller 0ad80de7,rio de janeiro,RJ,Standard,Sports,1096833.86,21
ACC_00133,b9a03475e6447e631b6799ec8274800f,Seller b9a03475,formosa do oeste,PR,Standard,Fashion,1405124.52,45
ACC_00134,ba6b4a237f92479743cf0ca06b67a9ac,Seller ba6b4a23,rio de janeiro,RJ,Standard,Sports,1805616.18,20
ACC_00135,ea00f977a203ff88adf7057cb7806998,Seller ea00f977,santos,SP,Standard,Sports,421447.52,19
ACC_00136,82e0a475a88cc9595229d8029273f045,Seller 82e0a475,sao paulo,SP,Standard,Sports,876296.45,3
ACC_00137,ad75519a07f039025e83795a4418470f,Seller ad75519a,santa terezinha de goias,GO,Standard,Sports,866029.26,47
ACC_00138,34aefe746cd81b7f3b23253ea28bef39,Seller 34aefe74,curitiba,PR,Standard,Electronics,319547.91,2
ACC_00139,ed4acab38528488b65a9a9c603ff024a,Seller ed4acab3,sao paulo,SP,Standard,Fashion,1775922.93,33
ACC_00140,f0837c8d71434931d9e38e7b79234797,Seller f0837c8d,arvorezinha,RS,Standard,Retail,739917.86,10
ACC_00141,fce62094ffe6a4009188ec44e681dfdd,Seller fce62094,sao paulo,SP,Standard,Health & Beauty,710798.64,18
ACC_00142,ebef8d8c92b4fd3226e5d407bbff21ac,Seller ebef8d8c,ribeirao preto,SP,Standard,Sports,1368290.39,22
ACC_00143,d73cbd89533ce8b041a9190241453ac8,Seller d73cbd89,guiricema,MG,Standard,Sports,1712136.72,30
ACC_00144,75a4764c108403a7a0575140cb22287c,Seller 75a4764c,caxias do sul,RS,Standard,Retail,133916.79,29
ACC_00145,70c0fda4c313d87115644d39e62eec60,Seller 70c0fda4,caruaru,PE,Standard,Sports,1591260.64,14
ACC_00146,ffcfefa19b08742c5d315f2791395ee5,Seller ffcfefa1,curitiba,PR,Standard,Retail,1473805.46,20
ACC_00147,26e13b6ff5b641b329e5524241ee2c93,Seller 26e13b6f,franca,SP,Premium,Health & Beauty,1504810.64,15
ACC_00148,0ade5cc4a305ed7093a23f68ca47519c,Seller 0ade5cc4,curitiba,PR,Premium,Home & Garden,1317004.71,44
ACC_00149,fc59392d66ef99377e50356ee4f3b4e1,Seller fc59392d,salvador,BA,Standard,Sports,1230489.06,10
ACC_00150,b18dc380845b24038cfc48006478f099,Seller b18dc380,diadema,SP,Premium,Sports,1341428.79,21
ACC_00151,f22a247b79dd22ecd91dc8e3b2a1b07c,Seller f22a247b,itaquaquecetuba,SP,Standard,Health & Beauty,906351.18,23
ACC_00152,889009a0ed0bb52c87819941192931b8,Seller 889009a0,lencois paulista,SP,Standard,Electronics,1143894.03,34
ACC_00153,ffc470761de7d0232558ba5e786e57b7,Seller ffc47076,guarulhos,SP,Premium,Sports,298637.06,33
ACC_00154,4c498c7345e89aebad651544829beca0,Seller 4c498c73,carapicuiba,SP,Standard,Health & Beauty,419628.38,26
ACC_00155,01bcc9d254a0143f0ce9791b960b2a47,Seller 01bcc9d2,uruacu,GO,Enterprise,Fashion,1746499.19,18
ACC_00156,f021c962aaba8ef6eb527a9c2c8394d1,Seller f021c962,itajai,SC,Standard,Retail,952208.22,44
ACC_00157,024b564ae893ce8e9bfa02c10a401ece,Seller 024b564a,sao paulo,SP,Standard,Fashion,512448.39,28
ACC_00158,a513150f33f99a06569e9cd5c4bb889b,Seller a513150f,sao paulo,SP,Standard,Health & Beauty,1993699.18,37
ACC_00159,c1dde11f12d05c478f5de2d7319ad3b2,Seller c1dde11f,sao paulo,SP,Standard,Retail,1394460.99,38
ACC_00160,02f5837340d7eb4f653d676c7256523a,Seller 02f58373,curitiba,PR,Standard,Electronics,1026491.89,13
ACC_00161,7b98de631987e26dd6d803490c43a13c,Seller 7b98de63,loanda,PR,Standard,Home & Garden,597364.11,16
ACC_00162,f12ff17ad8bbf01ec5c33b17e506649b,Seller f12ff17a,sao paulo,SP,Standard,Health & Beauty,858758.64,23
ACC_00163,a64e44665225d19dfc0277eeeaaccc57,Seller a64e4466,sao paulo,SP,Standard,Electronics,1897096.73,17
ACC_00164,6a8a889bde935bafa76d7848782dfaf9,Seller 6a8a889b,sao paulo,SP,Premium,Fashion,1967397.45,12
ACC_00165,42b6488f5b8246d9141712abd4b1b693,Seller 42b6488f,maringa,PR,Standard,Home & Garden,960097.11,34
ACC_00166,d6cd01c59123df02fc226eadbadb5f89,Seller d6cd01c5,sao paulo,SP,Standard,Retail,1442338.58,33
ACC_00167,c8e135e7b21ecbc36c1153a29d2f5a06,Seller c8e135e7,sao paulo,SP,Enterprise,Sports,1850363.07,39
ACC_00168,229c3efbfb0ea2058de4ccdfbc3d784a,Seller 229c3efb,belo horizonte,MG,Standard,Home & Garden,1613099.93,12
ACC_00169,f9a02f1922d1de564392e656d82b3fda,Seller f9a02f19,ferraz de vasconcelos,SP,Premium,Retail,1562707.53,5
ACC_00170,9523fb39dd240aa958e040f8183d64f3,Seller 9523fb39,sao paulo,SP,Premium,Home & Garden,687106.89,22
ACC_00171,95ec4458365c4d11f452ccf538377619,Seller 95ec4458,limeira,SP,Premium,Electronics,1713869.28,46
ACC_00172,6ec1a01e866584bb679eb9b098345919,Seller 6ec1a01e,santos,SP,Standard,Retail,1210153.56,10
ACC_00173,f6122bc84774df1b372bdb3bb88ddb9f,Seller f6122bc8,barueri,SP,Premium,Fashion,102343.74,12
ACC_00174,fa40cc5b934574b62717c68f3d678b6d,Seller fa40cc5b,sao paulo,SP,Premium,Home & Garden,775327.12,12
ACC_00175,623ad9d0c1e14bb5464a8c72bff7b4af,Seller 623ad9d0,claudio,MG,Standard,Fashion,1947784.54,12
ACC_00176,c0098efcf800861dcae589affca31408,Seller c0098efc,ribeirao preto,SP,Premium,Electronics,967524.3,26
ACC_00177,a63bfbaa882c8f4542891b4e2246cc7f,Seller a63bfbaa,niteroi,RJ,Premium,Sports,1231230.59,40
ACC_00178,48b6c3f4c6a93171da04b75313f2130f,Seller 48b6c3f4,osvaldo cruz,SP,Standard,Retail,1260952.73,24
ACC_00179,270d3ef21830ad0ecf3a6c53d08a533a,Seller 270d3ef2,carapicuiba,SP,Standard,Health & Beauty,310993.28,41
ACC_00180,89c127985a8b130cfa45c1d36764017a,Seller 89c12798,osasco,SP,Standard,Retail,1404591.74,9
ACC_00181,8b2492b7ff4468839593fafeed55bad9,Seller 8b2492b7,sao goncalo,RJ,Premium,Home & Garden,1875354.96,32
ACC_00182,1e9d5a33694bddb76316fd1f54734d20,Seller 1e9d5a33,jaciara,MT,Standard,Retail,1881083.84,21
ACC_00183,5e49e3a44bdeb5aab2684258bbd4f525,Seller 5e49e3a4,balenario camboriu,SC,Premium,Fashion,1233899.99,25
ACC_00184,8e34331b7eedd03be4e5d965c1956225,Seller 8e34331b,sao paulo,SP,Standard,Health & Beauty,337798.32,37
ACC_00185,aaed1309374718fdd995ee4c58c9dfcd,Seller aaed1309,timbo,SC,Standard,Sports,1230145.79,33
ACC_00186,11d4c477d09821164bca4f70a2eae031,Seller 11d4c477,ribeirao preto,SP,Premium,Home & Garden,1341603.1,18
ACC_00187,ff314fa6033cc68ec451c47aee2d6ba4,Seller ff314fa6,sao paulo,SP,Standard,Home & Garden,1588321.2,16
ACC_00188,d1c7fa84e48cfa21a0e595167c1c500e,Seller d1c7fa84,jacutinga,RS,Standard,Electronics,585312.67,22
ACC_00189,c7246702dc991a06d788120dc7544391,Seller c7246702,fortaleza,CE,Standard,Sports,89049.41,18
ACC_00190,e819bcfade7b5d88a27325eb6cfd62c5,Seller e819bcfa,guarulhos,SP,Premium,Electronics,938208.04,48
ACC_00191,6d2f2e3b539480db1e0842b3a4e32e6e,Seller 6d2f2e3b,guarulhos,SP,Standard,Home & Garden,1066299.9,48
ACC_00192,e88165a185134e13fdfc85d4fa654db8,Seller e88165a1,ferraz de  vasconcelos,SP,Premium,Retail,1499529.13,21
ACC_00193,9e6229250fedbe05838fef417b74e7fb,Seller 9e622925,mirandopolis,SP,Premium,Home & Garden,83269.56,42
ACC_00194,5abb8ea023c77787f2c15da891c8d384,Seller 5abb8ea0,joinville,SC,Premium,Retail,86644.03,19
ACC_00195,1d953075c2f0dd990bacf27b83b330f1,Seller 1d953075,belo horizonte,MG,Standard,Sports,100466.23,10
ACC_00196,817245bcc3badd82bbd222e0366951a6,Seller 817245bc,bauru,SP,Premium,Electronics,1440261.69,21
ACC_00197,caa9bc43a9fe8cf9c564ddd8a03cc4a6,Seller caa9bc43,jacarei,SP,Standard,Health & Beauty,914916.13,18
ACC_00198,615005a3ef192c00c6f0e977cee3d2bc,Seller 615005a3,itu,SP,Standard,Fashion,1464385.38,38
ACC_00199,1284de4ae8aa26997e748c851557cf0e,Seller 1284de4a,laranjeiras do sul,SP,Standard,Electronics,1411377.41,3
ACC_00200,5fd924b4836098a5be0ecf81ba054ce0,Seller 5fd924b4,sao paulo,SP,Enterprise,Home & Garden,1030595.99,28
ACC_00201,7178f9f4dd81dcef02f62acdf8151e01,Seller 7178f9f4,videira,SC,Standard,Home & Garden,744960.77,43
ACC_00202,8132b9bd16876e1b0f8808d43825dd48,Seller 8132b9bd,florianopolis,SC,Premium,Fashion,725388.78,44
ACC_00203,3f995f07c49d0d55a99d5c54957f7d81,Seller 3f995f07,itapecerica da serra,SP,Premium,Home & Garden,380235.32,38
ACC_00204,a6bd7d1ccdac48c6b33b28596b7eb122,Seller a6bd7d1c,mamanguape,PB,Standard,Health & Beauty,494084.24,33
ACC_00205,6650fcccd8cd2f7e55ffa524f30c4c59,Seller 6650fccc,sao paulo,SP,Premium,Home & Garden,330951.51,32
ACC_00206,3db66a856d18a9cba7c9241fc5221c50,Seller 3db66a85,ponte nova,MG,Standard,Retail,1634647.39,6
ACC_00207,8b181ee5518df84f18f4e1a43fe07923,Seller 8b181ee5,goioere,SP,Standard,Retail,541371.79,24
ACC_00208,10ff823eda2b032e2c93d17a7d294736,Seller 10ff823e,pederneiras,SP,Enterprise,Sports,1087116.71,41
ACC_00209,b4a476fbd28de64b1e347abf9089366a,Seller b4a476fb,itapevi,SP,Standard,Health & Beauty,1809358.54,32
ACC_00210,39c763cca83e654764b7a4a650fb9b7c,Seller 39c763cc,goiania,GO,Standard,Home & Garden,406098.61,37
ACC_00211,dadc51ef321949ec9a3ab25cd902e23d,Seller dadc51ef,sao paulo,SP,Standard,Sports,63725.77,9
ACC_00212,83b08de96980757220871b31bf6cffca,Seller 83b08de9,rio de janeiro,RJ,Premium,Home & Garden,652623.01,48
