deal_id,order_id,deal_name,deal_stage,pipeline,amount,create_date,close_date,deal_type,lead_source
DEAL_000036,d2292ff2201e74c5db154d1b7ae68cbb,Order d2292ff2,closed_won,default,61.64,2024-04-18,2024-04-18,new_business,organic_search
DEAL_000037,50013835d7b14aefb452825864d3e414,Order 50013835,closed_won,default,74.76,2024-04-18,2024-04-18,new_business,organic_search
DEAL_000038,6eb51c1c9c69f78ea9fd4665fb98b7d2,Order 6eb51c1c,closed_won,default,74.76,2024-04-18,2024-04-18,new_business,organic_search
DEAL_000039,cb29497c3782a76b57327c055d58b0e0,Order cb29497c,closed_won,default,163.2,2024-04-18,2024-04-18,new_business,referral
DEAL_000040,6b3ee7697a02619a0ace2b3f0aa46bde,Order 6b3ee769,closed_won,default,65.77,2024-04-18,2024-04-18,new_business,paid_social
DEAL_000041,5204d67853f827d1ee32810bf8f2d6c2,Order 5204d678,closed_won,default,161.24,2024-04-18,2024-04-18,new_business,paid_search
DEAL_000042,ae0913baa54f18027667d8049c36fde2,Order ae0913ba,closed_won,default,173.4,2024-04-18,2024-04-18,new_business,organic_search
DEAL_000043,b0cfee6ce5503781be6004e0e31e4309,Order b0cfee6c,closed_won,default,116.17,2024-04-18,2024-04-18,new_business,paid_social
DEAL_000044,95e01270fcbae9863423400103359279,Order 95e01270,closed_won,default,115.22,2024-04-18,2024-04-18,new_business,paid_search
DEAL_000045,03128233e78ed8ade6738f2043f4cf8d,Order 03128233,closed_won,default,72.51,2024-04-18,2024-04-18,new_business,paid_search
DEAL_000046,90aea7c4e52538a18cb9bbfd16f09185,Order 90aea7c4,closed_won,default,979.91,2024-04-18,2024-04-18,new_business,organic_search
DEAL_000047,d1eb8e4e276a4eea13a5c462c0765e60,Order d1eb8e4e,closed_won,default,40.79,2024-04-18,2024-04-18,new_business,email
DEAL_000048,6e0d2539e48e84296bae6290de41058c,Order 6e0d2539,closed_won,default,982.41,2024-04-18,2024-04-18,new_business,email
DEAL_000049,893dc49276696129a9bf6f2a9fe23e57,Order 893dc492,closed_won,default,169.23,2024-04-18,2024-04-18,new_business,organic_search
DEAL_000050,bb9fd560a08ca7403789dedaca85da14,Order bb9fd560,closed_won,default,217.3,2024-04-18,2024-04-18,new_business,organic_search
DEAL_000051,8d47519f5c9c42540b37bd3db0492878,Order 8d47519f,closed_won,default,89.38,2024-04-18,2024-04-18,new_business,paid_social
DEAL_000052,88130f20a472f28fcca9dd5d50358820,Order 88130f20,closed_won,default,447.49,2024-04-18,2024-04-18,new_business,organic_search
DEAL_000053,5cc475c7c03290048eb2e742cd64cb5e,Order 5cc475c7,closed_won,default,82.69,2024-04-18,2024-04-18,new_business,referral
DEAL_000054,cfdc6f2061897ed3b3f1a9ac3437c6f9,Order cfdc6f20,closed_won,default,149.46,2024-04-18,2024-04-18,new_business,organic_search
DEAL_000055,d2d67121a09535b3a7b6a000e58d8625,Order d2d67121,closed_won,default,65.46,2024-04-18,2024-04-18,new_business,paid_social
DEAL_000056,8b388d845a3e8700444b971fa2bef902,Order 8b388d84,closed_won,default,108.84,2024-04-18,2024-04-18,new_business,paid_social
DEAL_000057,a9fc3ae13c740ad46532fd50b61c69d5,Order a9fc3ae1,closed_won,default,34.42,2024-04-18,2024-04-18,new_business,organic_search
DEAL_000058,dd11631d8b02780b78bd97ec44a1ca8c,Order dd11631d,closed_won,default,338.46,2024-04-18,2024-04-18,new_business,email
DEAL_000059,1c4deb98d216d2fda120204a5fcfb57d,Order 1c4deb98,closed_won,default,66.68,2024-04-18,2024-04-18,new_business,paid_social
DEAL_000060,a8c3f65a43b2e956cbfca10db4300853,Order a8c3f65a,closed_won,default,196.27,2024-04-18,2024-04-18,new_business,organic_search
DEAL_000061,f001655c8c646cd1b5185bbc2e7534f3,Order f001655c,closed_won,default,60.6,2024-04-18,2024-04-18,new_business,email
DEAL_000062,bcbc0973414b1dd97555e6f8e9713cfa,Order bcbc0973,closed_won,default,383.24,2024-04-18,2024-04-18,new_business,paid_social
DEAL_000063,7a7d2c889e27d93b2005462a8788e168,Order 7a7d2c88,closed_won,default,35.86,2024-04-19,2024-04-19,new_business,paid_search
DEAL_000064,cbbb524a0e1646aa6cf7a3c0bbe517ad,Order cbbb524a,closed_won,default,95.58,2024-04-19,2024-04-19,new_business,direct
DEAL_000065,18dad78c0f87f4c45ef196daeaa3ffbb,Order 18dad78c,closed_won,default,58.41,2024-04-19,2024-04-19,new_business,organic_search
DEAL_000066,b2f92b2f7047cd8b35580d629d7b3bfb,Order b2f92b2f,closed_won,default,71.21,2024-04-19,2024-04-19,new_business,organic_search
DEAL_000067,34c718970b33419ed6d537a90366231b,Order 34c71897,closed_won,default,134.8,2024-04-19,2024-04-19,new_business,organic_search
DEAL_000068,0c7fc95baa5e16992ed412ccea7f28b3,Order 0c7fc95b,closed_won,default,113.17,2024-04-19,2024-04-19,new_business,direct
DEAL_000069,86df4a2f1f5cd47ee3f5bf1781240d1a,Order 86df4a2f,closed_won,default,45.49,2024-04-19,2024-04-19,new_business,direct
DEAL_000070,acf83f0e8fb878cb25197344426ed10b,Order acf83f0e,closed_won,default,663.93,2024-04-19,2024-04-19,new_business,email
DEAL_000071,c46b48abd599551232324a6e9077bf19,Order c46b48ab,closed_won,default,270.75,2024-04-19,2024-04-19,new_business,direct
DEAL_000072,e2eaf909eb6ba881117aa407992a5ffb,Order e2eaf909,closed_won,default,115.22,2024-04-19,2024-04-19,new_business,organic_search
DEAL_000073,92b44b87f1f7670b8911c5f0e642435e,Order 92b44b87,closed_won,default,161.65,2024-04-19,2024-04-19,new_business,paid_social
DEAL_000074,98750f114ae6088d04ea0d3cfe3f137f,Order 98750f11,closed_won,default,24.52,2024-04-19,2024-04-19,new_business,direct
DEAL_000075,31b0dd6152d2e471443debf037ae171d,Order 31b0dd61,closed_won,default,71.2,2024-04-19,2024-04-19,new_business,paid_social
DEAL_000076,cac247cece621e1bc64748d44331d22d,Order cac247ce,closed_won,default,273.77,2024-04-19,2024-04-19,new_business,email
DEAL_000077,ad1aeeb1a99c9f021e38a49865bb812c,Order ad1aeeb1,closed_won,default,625.2,2024-04-19,2024-04-19,new_business,paid_social
DEAL_000078,3b2ca3293a7ce539ea2379d704fa37ce,Order 3b2ca329,closed_won,default,184.87,2024-04-19,2024-04-19,new_business,organic_search
DEAL_000079,dc5f6cd4492bbffe5bcda9b87856c9a5,Order dc5f6cd4,closed_won,default,108.84,2024-04-19,2024-04-19,new_business,organic_search
DEAL_000080,59e7ca596664da0a459a145eb95cc9c5,Order 59e7ca59,closed_won,default,342.69,2024-04-19,2024-04-19,new_business,email
DEAL_000081,719628a909505f12f342015fd53a8d43,Order 719628a9,closed_won,default,40.86,2024-04-19,2024-04-19,new_business,paid_social
DEAL_000082,ac2b7c522d811acba0aa270ed3e112e4,Order ac2b7c52,closed_won,default,315.24,2024-04-19,2024-04-19,new_business,referral
DEAL_000083,03ffce741877a000ca0fb3520673d4c4,Order 03ffce74,closed_won,default,818.12,2024-04-19,2024-04-19,new_business,paid_social
DEAL_000084,2d9e3c3c7f0f3ba8a8fa3db2f1211ceb,Order 2d9e3c3c,closed_won,default,676.92,2024-04-19,2024-04-19,new_business,direct
DEAL_000085,cb2b577a4ebd84bf84ff3990084d490f,Order cb2b577a,closed_won,default,149.91,2024-04-19,2024-04-19,new_business,paid_search
DEAL_000086,ca3b8093576a51bea61c9782c7771f62,Order ca3b8093,closed_won,default,60.95,2024-04-19,2024-04-19,new_business,organic_search
DEAL_000087,8729a8f7c27d03afe731463091711489,Order 8729a8f7,closed_won,default,152.12,2024-04-19,2024-04-19,new_business,paid_search
DEAL_000088,14b01335f19b97fce1437168032ae388,Order 14b01335,closed_won,default,162.39,2024-04-19,2024-04-19,new_business,paid_social
DEAL_000089,cf47ad2fb60cae3f74b943646f685c94,Order cf47ad2f,closed_won,default,661.75,2024-04-19,2024-04-19,new_business,paid_social
DEAL_000090,f7886facb594e65f0c41cdbb0583b560,Order f7886fac,closed_won,default,154.1,2024-04-19,2024-04-19,new_business,organic_search
DEAL_000091,5da2004d85f2828349d887c989da2adc,Order 5da2004d,closed_won,default,34.42,2024-04-19,2024-04-19,new_business,referral
DEAL_000092,389815397a4bcdf3dcf64b90c25b3140,Order 38981539,closed_won,default,45.49,2024-04-19,2024-04-19,new_business,paid_social
DEAL_000093,64f5569ef96004a1e1137bdf28fd4c45,Order 64f5569e,closed_won,default,69.63,2024-04-19,2024-04-19,new_business,organic_search
DEAL_000094,b330d4bdde86ff11a726ee57dd2a7d75,Order b330d4bd,closed_won,default,266.11,2024-04-19,2024-04-19,new_business,paid_search
DEAL_000095,85841af0d94e5d0cd3a9c0e42e565b74,Order 85841af0,closed_won,default,38.36,2024-04-19,2024-04-19,new_business,referral
DEAL_000096,27c7c6aa7b6f3de99d2a3a64674d296f,Order 27c7c6aa,closed_won,default,123.2,2024-04-19,2024-04-19,new_business,paid_search
DEAL_000097,7a36fa82d4bcff7d936c10be470b9c8e,Order 7a36fa82,closed_won,default,42.77,2024-04-19,2024-04-19,new_business,paid_search
DEAL_000098,62246c16a32a0866943f17d7b42db940,Order 62246c16,closed_won,default,69.35,2024-04-20,2024-04-20,new_business,paid_search
DEAL_000099,2e32dea8a4d1ae5499a67674b387bc6a,Order 2e32dea8,closed_won,default,51.94,2024-04-20,2024-04-20,new_business,paid_social
DEAL_000100,d0fc18b01244d3a08b0fd12deede8201,Order d0fc18b0,closed_won,default,129.16,2024-04-20,2024-04-20,new_business,email
DEAL_000101,1970f2fb4b83ff962a75b064abc37f4c,Order 1970f2fb,closed_won,default,653.39,2024-04-20,2024-04-20,new_business,paid_search
DEAL_000102,2631dba338efbcea9c3ace77ce210c01,Order 2631dba3,closed_won,default,594.46,2024-04-20,2024-04-20,new_business,paid_social
DEAL_000103,f781dacd75aa73166785a35929546894,Order f781dacd,closed_won,default,250.69,2024-04-20,2024-04-20,new_business,paid_search
DEAL_000104,ab8e5f9b860cd703f5f647200c2c7b58,Order ab8e5f9b,closed_won,default,35.42,2024-04-20,2024-04-20,new_business,email
DEAL_000105,a241bea87dcdd0160ca94ebdba5bdbb9,Order a241bea8,closed_won,default,297.35,2024-04-20,2024-04-20,new_business,email
DEAL_000106,f205336be829af209878b6339cf02c7e,Order f205336b,closed_won,default,74.59,2024-04-20,2024-04-20,new_business,referral
DEAL_000107,1c4cafd25254eee31c8c9b8c141fb10a,Order 1c4cafd2,closed_won,default,671.31,2024-04-20,2024-04-20,new_business,referral
DEAL_000108,7cb5aaf8b7b7b439174c2e4efdf4c7a3,Order 7cb5aaf8,closed_won,default,126.25,2024-04-20,2024-04-20,new_business,paid_social
DEAL_000109,05bfcf9e287cad216cadb8a850f8db5c,Order 05bfcf9e,closed_won,default,534.98,2024-04-20,2024-04-20,new_business,referral
DEAL_000110,1b2d622f7ebb8e65f7de3e389f052540,Order 1b2d622f,closed_won,default,51.93,2024-04-20,2024-04-20,new_business,referral
DEAL_000111,59fa27082bb77c5dbd8a6568f3b34380,Order 59fa2708,closed_won,default,144.94,2024-04-20,2024-04-20,new_business,direct
DEAL_000112,f31853a4f30d4851c847e4494663e749,Order f31853a4,closed_won,default,176.23,2024-04-20,2024-04-20,new_business,referral
DEAL_000113,dc91dbf7defabdf37c52672a989bad1b,Order dc91dbf7,closed_won,default,127.86,2024-04-20,2024-04-20,new_business,referral
DEAL_000114,b8b9d7046c083150cb5360b83a8ebb51,Order b8b9d704,closed_won,default,119.79,2024-04-20,2024-04-20,new_business,direct
DEAL_000115,d743f434cc2921729af830ce00d474b3,Order d743f434,closed_won,default,116.16,2024-04-20,2024-04-20,new_business,organic_search
DEAL_000116,9aa3197e4887919fde0307fc23601d7a,Order 9aa3197e,closed_won,default,34.62,2024-04-20,2024-04-20,new_business,organic_search
DEAL_000117,11837ac14fcdfb163c0b78d91be89498,Order 11837ac1,closed_won,default,55.95,2024-04-20,2024-04-20,new_business,organic_search
DEAL_000118,262118ce178bb3e4590a3adcf6d62e6b,Order 262118ce,closed_won,default,126.12,2024-04-20,2024-04-20,new_business,paid_social
DEAL_000119,b1d88d1e4179448cac98b8d433e23316,Order b1d88d1e,closed_won,default,107.37,2024-04-20,2024-04-20,new_business,paid_search
DEAL_000120,10d1e90a86d2be981a52b6a927c97dc5,Order 10d1e90a,closed_won,default,467.2,2024-04-20,2024-04-20,new_business,paid_social
DEAL_000121,4eca6c2d172953276c75dd0e1bedce25,Order 4eca6c2d,closed_won,default,74.83,2024-04-20,2024-04-20,new_business,organic_search
DEAL_000122,b7026ba7432929d99880463305b8ce98,Order b7026ba7,closed_won,default,162.6,2024-04-20,2024-04-20,new_business,email
DEAL_000123,ed90ba41c41da31da8e891ff43a584d1,Order ed90ba41,closed_won,default,156.22,2024-04-20,2024-04-20,new_business,organic_search
DEAL_000124,7d0eb8de17d494f4151e4470cd1b0605,Order 7d0eb8de,closed_won,default,91.28,2024-04-20,2024-04-20,new_business,paid_social
DEAL_000125,2276cb38c742033aac3f4a4d67b57ab3,Order 2276cb38,closed_won,default,105.39,2024-04-20,2024-04-20,new_business,direct
DEAL_000126,1add1aa4c6e709fd74a4eb691a9fc6bc,Order 1add1aa4,closed_won,default,74.15,2024-04-20,2024-04-20,new_business,referral
DEAL_000127,ac00d3859c095d282f6bef69e0ed1b38,Order ac00d385,closed_won,default,89.16,2024-04-20,2024-04-20,new_business,paid_search
DEAL_000128,509a52223ecac6d67fb765b3b37c6974,Order 509a5222,closed_won,default,65.7,2024-04-20,2024-04-20,new_business,paid_social
DEAL_000129,0e556f5eafbf3eb399290101b183b10e,Order 0e556f5e,closed_won,default,81.9,2024-04-20,2024-04-20,new_business,paid_search
DEAL_000130,3d58fd1ee438a43f2a826dda6b013519,Order 3d58fd1e,closed_won,default,61.06,2024-04-20,2024-04-20,new_business,paid_search
DEAL_000131,d2945e686c883978378a10e49be7fb24,Order d2945e68,closed_won,default,99.23,2024-04-20,2024-04-20,new_business,paid_search
DEAL_000132,323dad8c483c7f8b818a825d257f4aa0,Order 323dad8c,closed_won,default,38.62,2024-04-20,2024-04-20,new_business,referral
DEAL_000133,e2144124f98f3bf46939bc5183104041,Order e2144124,closed_won,default,50.86,2024-04-20,2024-04-20,new_business,paid_social
DEAL_000134,6ece326e25f193d084e3dc092bbdd93b,Order 6ece326e,closed_won,default,85.82,2024-04-20,2024-04-20,new_business,direct
DEAL_000135,0d9664d8da1dc4337269071b39e19423,Order 0d9664d8,closed_won,default,267.49,2024-04-20,2024-04-20,new_business,direct
DEAL_000136,1a2b0033f0b7a3116f00594ec5524344,Order 1a2b0033,closed_won,default,87.57,2024-04-20,2024-04-20,new_business,paid_social
DEAL_000137,517e0a52c193102990befc46a5c5245a,Order 517e0a52,closed_won,default,91.16,2024-04-20,2024-04-20,new_business,paid_search
DEAL_000138,ce9840efc17fbec501472f7c784be1bf,Order ce9840ef,closed_won,default,33.42,2024-04-20,2024-04-20,new_business,paid_search
DEAL_000139,5cd498954e2b37d71b315166809b4bd7,Order 5cd49895,closed_won,default,181.59,2024-04-21,2024-04-21,new_business,direct
DEAL_000140,05c7d88e9c05e1fa1428f1ff2dcc29da,Order 05c7d88e,closed_won,default,144.94,2024-04-21,2024-04-21,new_business,paid_search
DEAL_000141,835bf4777ad72891587719f1098e3528,Order 835bf477,closed_won,default,41.93,2024-04-21,2024-04-21,new_business,paid_search
DEAL_000142,e90f9a57c17a06b37c5830a2ab1bd209,Order e90f9a57,closed_won,default,611.56,2024-04-21,2024-04-21,new_business,paid_search
DEAL_000143,8e7ef380ad5ae407dffbe2f0826cae73,Order 8e7ef380,closed_won,default,47.42,2024-04-21,2024-04-21,new_business,paid_search
DEAL_000144,9315757eaf0e782619bed131508dbddb,Order 9315757e,closed_won,default,150.46,2024-04-21,2024-04-21,new_business,organic_search
DEAL_000145,76458889992169d3135b264dc13aec67,Order 76458889,closed_won,default,85.58,2024-04-21,2024-04-21,new_business,paid_search
DEAL_000146,5fe46d14177744ae2180101ce19bb414,Order 5fe46d14,closed_won,default,41.18,2024-04-21,2024-04-21,new_business,direct
DEAL_000147,7ac6f4778cd283c6b76c66fe1e0d4431,Order 7ac6f477,closed_won,default,455.01,2024-04-21,2024-04-21,new_business,referral
DEAL_000148,676157c2d1075c88ea0009f8d7d2d389,Order 676157c2,closed_won,default,76.6,2024-04-21,2024-04-21,new_business,paid_search
DEAL_000149,f688669f48063536e082bb32d634cd46,Order f688669f,closed_won,default,111.22,2024-04-21,2024-04-21,new_business,paid_search
DEAL_000150,1dd1d53c1ea5df0ef093bf150807315f,Order 1dd1d53c,closed_won,default,87.53,2024-04-21,2024-04-21,new_business,paid_social
DEAL_000151,5c973d2b4652e1dec15353b59339f3b4,Order 5c973d2b,closed_won,default,363.51,2024-04-21,2024-04-21,new_business,organic_search
DEAL_000152,02190241f7190a1f3c7e0df95a749c6a,Order 02190241,closed_won,default,521.46,2024-04-21,2024-04-21,new_business,direct
DEAL_000153,640aef9709beda161ca0b5af58ac437c,Order 640aef97,closed_won,default,286.55,2024-04-21,2024-04-21,new_business,direct
DEAL_000154,f7310018040436b01ab03f81b301b5de,Order f7310018,closed_won,default,363.39,2024-04-21,2024-04-21,new_business,organic_search
DEAL_000155,a8846701b9f3e21e64c9062ed3f4dfd7,Order a8846701,closed_won,default,96.23,2024-04-21,2024-04-21,new_business,referral
DEAL_000156,6ef172eee30cfbfa01516ce2eb2ee68f,Order 6ef172ee,closed_won,default,29.86,2024-04-21,2024-04-21,new_business,paid_search
DEAL_000157,06d7e8a85f5cfef576c5303ed7d7f2e5,Order 06d7e8a8,closed_won,default,72.02,2024-04-21,2024-04-21,new_business,paid_search
DEAL_000158,fd4b04818375a4ba579a80c8d37f1b24,Order fd4b0481,closed_won,default,42.42,2024-04-21,2024-04-21,new_business,organic_search
DEAL_000159,95d31d53ccc53bca2c13fcd535d67526,Order 95d31d53,closed_won,default,192.55,2024-04-21,2024-04-21,new_business,organic_search
DEAL_000160,98beb6d036255a151fd6d5000ad66da8,Order 98beb6d0,closed_won,default,72.6,2024-04-21,2024-04-21,new_business,paid_search
DEAL_000161,555761ab2426364f42e9e018047df4e0,Order 555761ab,closed_won,default,113.17,2024-04-21,2024-04-21,new_business,paid_social
DEAL_000162,f716dffba1232aaef7c899fb8c14db97,Order f716dffb,closed_won,default,354.35,2024-04-21,2024-04-21,new_business,email
DEAL_000163,96123b9ae5a9cdfd4efe5fe402a94675,Order 96123b9a,closed_won,default,149.54,2024-04-21,2024-04-21,new_business,paid_search
DEAL_000164,c78634fb21ecbb54b2b2498a660082ac,Order c78634fb,closed_won,default,224.32,2024-04-21,2024-04-21,new_business,direct
DEAL_000165,19feb5627c41ea1b36a8e50a469b3644,Order 19feb562,closed_won,default,212.32,2024-04-21,2024-04-21,new_business,paid_search
DEAL_000166,50f357099566f1be7abfaf8d9dc5b004,Order 50f35709,closed_won,default,51.8,2024-04-21,2024-04-21,new_business,direct
DEAL_000167,021d08e4057e5b6414c8d2f69f4f72a0,Order 021d08e4,closed_won,default,66.03,2024-04-21,2024-04-21,new_business,paid_search
DEAL_000168,119d2d80c921d5b4806a1b19b4e8c531,Order 119d2d80,closed_won,default,265.95,2024-04-21,2024-04-21,new_business,paid_social
DEAL_000169,376cc9a8f827d17966ea7c4b182f4426,Order 376cc9a8,closed_won,default,71.21,2024-04-21,2024-04-21,new_business,direct
DEAL_000170,24523db64c1af3f40f27cb4416fa5ea6,Order 24523db6,closed_won,default,147.08,2024-04-21,2024-04-21,new_business,paid_search
DEAL_000171,5bda3e4d7080c484cd646a53165a7892,Order 5bda3e4d,closed_won,default,415.68,2024-04-21,2024-04-21,new_business,paid_search
DEAL_000172,a909c24a30d5a05204ecb7ef3f11e321,Order a909c24a,closed_won,default,237.97,2024-04-21,2024-04-21,new_business,organic_search
DEAL_000173,e439ced3d48f1a77f6ecc029cc946a6f,Order e439ced3,closed_won,default,160.44,2024-04-21,2024-04-21,new_business,organic_search
DEAL_000174,7254ba1421bac35de5d5da660715bf0e,Order 7254ba14,closed_won,default,176.85,2024-04-21,2024-04-21,new_business,direct
DEAL_000175,1069874467b6a425853288c450f68fc9,Order 10698744,closed_won,default,40.95,2024-04-21,2024-04-21,new_business,paid_search
DEAL_000176,7559c51df991c6861e6a8be5fb1e3751,Order 7559c51d,closed_won,default,69.49,2024-04-21,2024-04-21,new_business,email
DEAL_000177,bc0e0c28cbe995798d3afb7c7c75d269,Order bc0e0c28,closed_won,default,1423.55,2024-04-22,2024-04-22,new_business,direct
DEAL_000178,6335afd8e6b7eb0ebc8bb71ea0008f6f,Order 6335afd8,closed_won,default,971.96,2024-04-22,2024-04-22,new_business,email
DEAL_000179,6ad644c08b98d152d28f183097633d41,Order 6ad644c0,closed_won,default,60.86,2024-04-22,2024-04-22,new_business,paid_search
DEAL_000180,57c0b0276ce0eaf721a4424bf077ce8b,Order 57c0b027,closed_won,default,260.7,2024-04-22,2024-04-22,new_business,paid_social
DEAL_000181,38c5c2886f2aab75bb1ae3f79a3f300d,Order 38c5c288,closed_won,default,64.48,2024-04-22,2024-04-22,new_business,paid_search
DEAL_000182,e4ccaabafa125b3b39a9331b0abced9d,Order e4ccaaba,closed_won,default,61.16,2024-04-22,2024-04-22,new_business,paid_social
DEAL_000183,84d8cb80e8228cbea6d970499c3ce3c3,Order 84d8cb80,closed_won,default,313.72,2024-04-22,2024-04-22,new_business,organic_search
DEAL_000184,1e8c2b738fde51956f03f1a59bc86003,Order 1e8c2b73,closed_won,default,246.09,2024-04-22,2024-04-22,new_business,direct
DEAL_000185,82e4f033f60598903866557d89c9c042,Order 82e4f033,closed_won,default,44.74,2024-04-22,2024-04-22,new_business,direct
DEAL_000186,5f4c8250b9e6ee47971e0b19da4aa0f2,Order 5f4c8250,closed_won,default,783.22,2024-04-22,2024-04-22,new_business,paid_social
DEAL_000187,e2ea01f68f92f0c55b08ca739af834b6,Order e2ea01f6,closed_won,default,149.39,2024-04-22,2024-04-22,new_business,direct
DEAL_000188,e9555dc20eba7e4e62210df1f438ea00,Order e9555dc2,closed_won,default,143.4,2024-04-22,2024-04-22,new_business,direct
DEAL_000189,df30f88407baa98218b16abe7032899a,Order df30f884,closed_won,default,361.17,2024-04-22,2024-04-22,new_business,direct
DEAL_000190,08edff712f0cd04883215bdb5b0d7c7f,Order 08edff71,closed_won,default,82.08,2024-04-22,2024-04-22,new_business,organic_search
DEAL_000191,b582532527260a8be949eac9f4d0ccff,Order b5825325,closed_won,default,76.51,2024-04-22,2024-04-22,new_business,direct
DEAL_000192,67418605ab8f9414a2e238bbcdde1312,Order 67418605,closed_won,default,139.89,2024-04-22,2024-04-22,new_business,direct
